text,label
if you buy tickets for transformers d they just lock you in an aluminum trash can and toss you from an overpass into rus,2
some women get in a relationship quick so they won t feel like a hoe for having sex,1
and then everyone bitches anyways the guy can t win with the fans we have we would run revis out of here in his prime,1
still a bitch though,1
what if pussy treated condoms like cars treat seatbelts and kept beeping until u put it on,1
when this test is over today i m making a pan of brownies i m going to lay in bed all day eat them until my heart is content,2
up runnin these k fades with ma niggah tyreon leo ko d lmfaoo,1
if you re concerned about how much your lady makes then that s some bitch shit to me and you need your ego stroked,1
i don t be crying over stripper bitches that left me for dudes with money tho and singing about it,1
bizarre sports week in cle win a game that felt like a loss failed ex browns qb s duel each other and lose ho,2
fucking queer,1
bitch you re white stfu with your shitty spanish,0
my doctors office is retarded we noticed you put in a prescription order so we canceled it give us a call if you need a refill thanks,2
clearly i m afraid of birds,2
i got ass cheeks on my white tee all these hoes keep grindin on me,1
lucky bitch,1
the midwest of the us is white trash,0
have ya ever asked your bitch for other bitches kanye voice yes,1
the first day of school lost student say bro you know whe me cho bitch ass up,1
stfu you dont get any pussy fuck boy,1
gab and bri both fell asleep on me hoes,1
cry about it you still can t even talk to me even though i m supposedly the shady bitch that won t confront you lol,1
i can t argue with a bitch over a nigga,1
just stopped by the line up room still look like a doo wop singer,2
if your main reason for disliking something is because it is popular there is a chance you re a little stupid idiot bitch baby child,1
sum hoes be smoking to look cute bitch u better inhale that shit wasting weed,1
fixitjesus this bitch is the nugget filling at mcdonald s,1
seriously after that first conversation on your status he fb messaged me calling me a fag lololol,1
too much makeup so trash,2
shut up bitch everyone s perfect the way they are,1
twitpic your reaction if you find out the love of your life selling pussy sold pussy on backpage,1
i head butted a bitch in the club lmao she tried to play it off bitch i know your head hurts,1
brittany bitch u my dog man,1
that ass so retarted it belongs on a short yellow bus,1
your bf is broke bitch,1
lmaoooo his sister probably got the pussy that night neverforget,1
good jeter hero for yankees in send off via,2
man fuck flappy bird,1
lamashtu has some great orgies but is a total bitch lol p,1
do it pussy,1
i am extremely sad to have to admit that some of the best st century arabic rhymes have been written by jihadis,2
aint no bitches here well like,1
look at them hoes man fuck them hoes niggah lets get smoked,1
i wept when thurmanmunson died and i weep years later captain yankees,2
how you insecure but a hoe tf,1
this is what happens when niggas gas up ugly bitches,1
if she wears these to dinner then she s paying for her own food because im treating that bitch like a stranger,1
best believe we aint no christian slave brainwash black spooks miss white man unlike yoself she devil,0
if u lost all your bitches,1
shy girls are undercover freaks,2
it s because you can t bend me you can t buy me and you can t make me into your nigger farrakhan thetime,0
yall trash but cold,1
these bitches really be out here on backpage hoe ing watch yo bitch she could be on there,1
my honky my honky my motherfucking honky,1
tacos over hoes,1
cruisin round the street in my jockin the bitches slappin the hoes,1
when bae sings it ain t nun to cut that bitch off with too much enthusiasm,1
suck my super monkey balls,1
i m grown let me be a hoe in peace,1
bitches ain t shit and they ain t saying nothin,1
you hoes ain t got no real friends cause the shit i be seeing boyyyyyyyy my friends ah burry me ft under oml if i m ever slipping,1
i want some pussy wishfulthinking,1
shyt b pissing me off ugh i cannot stand bitches like that smh,1
freshmanadvice rolling backpacks get all the bitches,1
hick yes,2
i called him a pussy and got blocked real quick by him and bobby kelly i cant say i upset about it,1
cleveland is the best team for manziel honestly the oc can use the offense he had with the redskins the browns d is nice wit a def hc,2
you can t put anything past a new york bitch or a detroit bitch or a chicago bitch,1
we live ina generation where we praise these hoes,1
iont got not type bad bitches is the only thing that i like,1
degenerateartist isn t a bitch walks back his words isn t a witch who questions a turd i m a glitch who evolves your absurd,1
patty dont love these hoes,1
why be negative when you can be positive fucking smile you beautiful bitch,1
wtmf is murica you say it you should be thunderpunched in the throat or sole stomped,2
on that th down incompletion both the slants looked like better options shame but there s a youth lack of trust going on,2
when you cracking jokes on your friend in the bitch take it to far,1
bitch shutup,1
my lil bitch just called me said she needa break but you can leave cuz bitch i m doin great,1
my bad bitch im logged in on everybody shit hell yeaa me too seen tiff just tweet f,1
tell that hating ass niggah to shut the fuck up,1
there s people in my house and they re all yelling pls god give me the strength not to beat a bitch,1
bitches be like i want something real and i be like i want a bitch with real hair but we can t always get what we want now can we lol,1
did you all hear this bundy redneck someone should show him how niggas play,1
really hours to find paper work is retarded tarrant county courts suck wasteoftime,1
you can t owe me shit ion trust niccas,0
today is gameday iubb i need iu to win so my jersey can arrive hoosiernation hoosiers,2
i m bout to be back on my old shit i miss my hoes texting me saying they wanna come see me,1
the kikes want to charge you dollaz for the complete version,2
when girls say like ohh i m so ugly like bitch you ain t fishing for compliments you re like deep sea diving fuck,1
pussy niggas don t get no pussy nigga,1
ann coulter admits on fox news that america has a negro problem crime tcot gettingreal,0
y all mfs better believe in karma that bitch oh so real,1
bitch dont even think about playin wit me,1
fingers crossed for you if not chug chug chug lol,2
bitches be like niggas ain t shit naw bitch maybe you just ain t shit,1
snail hoe my parents just left they gonna be gone for mins snail ok snail hoe im horny af snail,1
dat nigga lame bro he unfollowed me like a bitch,1
niggas are funny karma is a bitch good morning,1
only the family in my eyes n bitch they rite heree,1
badcombinations an ugly bitch who s loud af,1
bitch wea you going,1
ahmed and retard mikey for special olympic boxing,0
who shot john lookin ass hoe,1
life to short to be salty get u some pussy be happy,1
love my bitches,1
one time for the illest bitch alive,1
stop whacking off in the shower queer boy,1
lmao real shit though them bitches be dumb as fuck smh,1
my timeline right now ravens ravens ravens commercial tweet ravens ravens ravens some bitch talkin,1
that ho said when i got to the register,1
eating brownies and then going to the gym idk,2
i hate a bitch that like to argue n shyt,1
i like bad bitches cause they like bad bitches too hay stunna,1
i m gonna kill bitches today,1
i love how everybody bitches about heat fans when we win but if they lose all the haters are x more obnoxious,1
niggas be out here loving all they hoes that s a no no,1
i was hangin on them corners late pockets wasn t straight bitch i ain t gon make it at this rate dawg know what i m sayin,1
my dick is called abusive cat owner because it always beats the pussy up,1
i can t tell you the last time i seen niggaz have a fight but i see bitches fight on video daily,1
her pussy clean but she dance dirty,1
oh and i m back bitch no one walks all over me ever again ever,1
bitch nigga miss me with it,1
when you told ya homie she was a hoe but he still wifed it caption this,1
cut them niggas off they aint yo friends cut them bitches off they just pretend,1
call a negro,1
i really hate when i don t get a response back to a text message like a bitch ain t see it or sum,1
well looks like i ll be buying you two a big bitch box of busch na,1
shit nigga don t complain now you got room for hella nudes from hoes trueeee i ll hy,1
happy birthday to my chocolate brotha love u hoe,1
we have a project that could lead into a military program but requires a full op mock up for testing,2
best asian massage on the park slope top rated spa,2
dont acknowledge these hoes,1
and bullying i didn t know u could bully over the internet and the bitch came at me so idk why u in my mentions bruh,1
art thou the bird whom man loves bestthe pious bird with t scarlet breast our robin that leaves these summer winds sobbing,2
at this rate i d cheer for the awful new york yankees over the st louis cardinals,2
every super hero a bitch except iron man peter parker the biggest hoe loser ass nigga no bitches no cribs no whips,1
u can t turn a hoe into a housewife hashtag tupac,1
hahahhahaa your boyfriend trash ma stop tryna convince yourself otherwise in these tweets,1
ford f o r d just a fancy name for a fag mobile,1
you hoes ain t leaving a ain t shit nigga bc he s yo ain t shit nigga n you don t want the other hoe to win,1
say it s all about the hoes when it s all about ou even when i m with my hoes i tell em all about you,1
hits blunt this hoe thought she was so dee,1
the right for an english person to go about his business is more important than any suspicion of some rouge wog cop,2
any pregnant bitches at centreville i should know about in about to move there next idk i dont go to cville,1
bitch is you drunk or nah,1
ballgame over yankees win yanks beat the white sox in innings,2
how many fuckin fags did a even get shouldnt be allowed into my wallet whilst under the influence haha,0
bob bass over bitches bitches on his dick fishes on the dock,1
i put it ona bitch make her bang ma set i gave this hoe dick i came i left,1
yeah tht a bitch we ain t gay brah chill,1
i used to be that fat bitch everybody made fun of look at me now i was made fun of for being ugly,1
this hoe waited until she got to make a sextape chile oh my lord,1
lol da only reason i can t talk bout da present is cuz my nicca hurt n ain t played all yr,1
raising asia that lil bitch could dance bruh,1
i m outside your house comeout this bitch,1
fucked the shit out yo bitch earlier she said she couldn t stand straight,1
this bitch is rting hella cheese tweets right after i said i was lactose intolerant why you gotta do that to me c,1
shit that seth says it s fatter than my cunt,1
i m going to let the pussy out like fight night vote sos,1
freshmanadvice and if you ain t a hoe get up out my traphouseeeeeeee,1
he like me even more cuz he know i gotta bitch,1
i gotta big head yah bitch i think it s crown sized,1
like i can t have niggas thinkin ho tep talk time is apart of my party sets,1
this bitch just said lorde is rock no,1
obama a bitch,1
these hoes give it up now shame i could see they cherry stems in the fucking street,1
these bitches need guidance,1
video charlie baker campaign team denies contacting gov patrick for meeting,2
i m jus a trill nicca mane,2
honestly i kind of get offended when people ask me if my eyelashes are fake fake eyelashes aren t this long bitches,1
going for a bitch nigga neck cause nigga am rollin,1
since niggaz is throwing subs on this but that same nigga lame nigga bitches was getting fucked by other,1
retard alert,1
so tony i think yr a rude little cunt and too too young to even know what real rock and rol,0
might have a better chance if we put some trash cans out there,2
we don t want no skinny bitches get out we want big booty bitches,1
trippin over a rock trippin over a bitch,1
niggas whole hoes out here cuz couldn t had said it better,1
you gotta fuck every race just to see which dick pussy you like the best thot,1
you re a faggot if you use the cover your face emoji,0
everything look better with a bitch next to it,1
god awful and that dude is dorian eggplant black,2
this nigga next to me trippin balls and all he wants to do is draw naked bitches and complain about how i m making the room shake,1
lol its hoe bitch ass,1
likka downtown bitch at a secondline man yeah that s ball game teddy bridgewater gettin in we hit,1
leave it to the bitch thats sharing her pussy with everyone to fuck up the relationship of the only people in love in the house,1
dumb bitch lol,1
look at this little faggot tell her she s beautiful as much as you can it ll make her smile,0
big bitches be sayin why yo eyes all on my stomach bitch why yo stomach all in my eyes,1
all bitches all day all the time,1
finger my throbbing pussy,1
man that run game ain t no hoe fuck alex don t even need his bitch ass,1
somebody toss this bitch a dasani or something gurl is thirsty,1
people bitch because they lose an hour of sleep today but it evens out and we get more daylight,1
i haven t slapped a bitch in two weeks,1
look at this coon ass nigga here standing on a damn toilet looking around for his manhood,0
all the kickers in college football trash like y all can t even make yard field goals u got one fucking job,1
school is so pointless im just trying to pass the class and get out this bitch,1
shout out to pullz cuz i kno if i was trash he would have kept it a buck i swear he had every i made jus cuz n actually bump dem too,2
i m gonna go ape shit if there is an if uchida,1
mississippi state fans are the best to just mock it s so easy poor state it s hard getting wins against top opponents failstate,2
bros before hoes except chicks with no clothes everywhere,1
i need a girl from jamaica i can t fuck with these basic black bitches,1
i hate that hoe she ain t bout shit,1
trayvonmartin referred to zimmerman as a creepy ass cracker racist thug,0
nigger a fully grown niglet,1
this bitch got a body like trey songz,1
shit ill pay the premium to get away from these anything ass hoes,0
i got dirty birds hey shoot like larry bird hey,2
mcdonalds pipe self defence beating this is one nigger who s hand i would shake that s how you deal with sheboons,0
i could go for a fat ass bitch on my lap same,1
ok wat ever u say whitey u prolly never even seen shaft,0
dont raise ur hand to me niggah,1
i m so sick head colds suuuck and on top of that had to challange me to a beer chug,2
faggot,1
that bitch,1
one of my nigs hollered at cici ima keep it low key tho on which one it was lol,1
and the only band that sucked worse live is those fags guns poses,0
nah but i was worth that character bitch,1
ibs irritable bitch syndrome,1
charles manson s fiancee will have a difficult time planning their honeymoon charlie can t surf,1
a bitch a get chalked b i catch feelings,1
i want to be filled with hot nigger seed,1
scorpio aka hoe season right around the corner,1
if you do tax fraud you bet not dare tweet about voting bitch all of them tweeting they don t do politics,1
if a nigga talkin shit about me an you around sittin there quiet yous a fuckin bitch an i don t fucks with you real wr,1
because i d rather wear my hair long and have piercings i m a faggot that will never go anywhere in life,1
nah go talk to ur bitch since she yo crush n shit,1
free iiive nigga let all a my dogs out moma said no pussy cats inside my dog house sb gang,1
facetime me nigger,1
bitches aint shit but hoes an tricks,1
really telling me to call him boo uhhh naw you the niggah that s that,1
its obvious the bitch is still immature and havent let go of the past yet just face it you fucked up a good thing,1
some of these hoes are loyal,1
dis hoe got uh dinguling nose,1
let me find out floyd mayweather is being a bitter bitch today all on the social networks whohurtyou,1
shut up zoe fight me pussy for zoe i m good man you are good ma am move along now,1
pussies,1
why niggas put heart eyes under everybody pictures then it be them poo la la hoes,1
thanks ravens beating those fags now believe i don t give a fuck about you i m raider nation bitches thanks pu,1
brie said we were together since before we were born you guys are twins duh bitch omg who wrote the script bellatwins,1
game preview houston astros at new york yankees,2
u really got these coons out here dreaming,1
today the day bitches let s turn tf up,1
yo fuck firestone for that commercial givin bitches ideas to run over guy s video games i d cut a bitch over that,1
photo my mains yessssss ladykimora turntup vegas bitches,1
people beg to see women s bodies but the minute they re seen that woman is now a hoe oh okay,1
everyday i turn more into a cold heartless bitch,1
niggas living like hoes dats why dey dying bout nothing,1
jig levitating for lousiville,2
got uh bitch dat set it off like jada pickett,1
right come then what wait another months naaaawwwww i could be pimpin these hoes lol,1
bitch ass arod or shorty dont hit me back up,1
if she s sending you nudes on snap chats but your not one of the guys on her favorites she a hoe,1
lol my credit ain t no where near good but i know the right man for the job that ho nice though,2
im rick james bitch show me ya titties,1
nah i hate white people now since he looks like a dyke i think he just ended racism,0
even if you hate the yankees there is no way you can t like derek jeter he is one of the classiest and most respectful playe,2
both of them hoes losers and need to hit the gym,1
poor coon snow stopped here now if the wind would it might be nice out well for winter,2
real girls like impress me bitch,1
you the real mvp that s wat ya bitch said when i finished,1
big booty bitches big booty bitches,1
julie tell them crybaby blacks to get someone blk and dress them up white faced niggers always whining,0
wow he basically just told his daughter i want some mocha colored grandbabies htgawm,2
if you rat on your family just so you don t get in trouble you re a little bitch bloodthickerthanwater,1
i hate a trash bad bitch,1
but is not even a blogger he doesn t have the moxy or credentials to do anything by himself and create a brand,2
jihadi rehab needs to account for the unpleasant fact that it s the worst behaviors that attract participants,2
bitches always think somebody want them or they little coochie lol chilling dont exist nomore iont want yall hoes,1
she wanna talk shit but then have a friendship fuck you bitch and i hope u offended,1
might buy your bitch a bag this weekend idk,1
mitt romney gone take away weave if he become president hoes gone be walkin around looking like lil bill calliou,1
yaaas bitch yaas u so hot bitch yaaas,1
i say k michelle is manly because she doesn t act like a lady she s too foul at the mouth and violent i ll have to beat the bitch,1
south central niggahs really don t be lovin these hoes these hoes don t be lovin these niggahs we just be,1
how do you greet your friends yo bitch what s up,1
side hoes get no love thotology,1
this account is so incredibly retarded,1
did la mulatta just refer to herself as a darkie,1
just like i made you hoes come for me i can make yall go away,1
yall letting these hoes fuck you with the strap after you said no,1
can charlie crist pull one over on rick scott well he did pull one over on floridaprimary dems tonite tpot election,2
shy girls are cute,2
im not ready to see y all hoes tweet new year new me,1
larry elder is an uncle tom i cannot believe how he is degrading a child,2
he called a nigger,1
a lot of them are though attitudes be pure trash teamwhitegirls swirltheworld,2
she went all the way to home depot just to take a sink pic i hate you hoes,1
i wonder where all these bitches i got at,1
y all whitey gots to pay fo da preparations,0
log off nigger relationshipgoals,2
new sign up at mong kok protest site says fight for democracy and oppose the communists to have a future,2
themostannoyingthingsinlife people who are never happy and bitch n moan of the time,1
no pussy or not tryna go to the studio don t call my mufuckin crib like that god yo word up god i will buss yo shit god word up,1
looks like the next douche bag teabagger to be crowned governor is some ghoul named ducey rhymes with douchy azgov azvotes tcot gop,1
this guy would so get a show on spike if they could somehow revive the son of a bitch i d watch,1
i fuckin hate this bitches voice omg,1
if a man tells you he doesn t eat pussy expects to have sex just laugh laugh as u put your clothes on laugh as u g,1
why would you wanna be the green ranger he s evil duh bitch,1
no summer school eat a dick school im done with your bitch ass,1
jealous bitch,1
charlie rangel the things we believe in are spiritual damn things,2
i feel like mean girls are the only really really loyal ones lemme find me a bitch that hurt my feelings lol,1
years later and this bitch still didnt learn her lesson lol i remember she was the first major nude leak of this generation,1
bruh trent took the yellow path,2
i bitch about unnecessary things lol,1
on the northside wildbills with come up on a check left that hoe alone,1
in that i get more bitches than you if so you right,1
lol you re a stupid ass bitch remember michael brown this is him now feel old yet,1
edm music is trash af and annoying,2
yes because i too want to be fat and have a fat bitch wife,1
all my hoes they so rude,1
i swear that bitch can not talk but i love her attitude bruh lhhatl,1
lmaoo you re the pussy who will call the cops also if i wanted to find yu i would but i m not gonna waste my time with you,1
you go back and forth with a girl youre a bitch you let her disrespect youre a bitch lol,1
i have a feeling tonight will be trash,2
let s go for the sweep yankees subwayseries,2
quit teasing bitch,1
i talk to any girl who paid over for her sew in show me u atleast got some type of boss bitch in you lol wth,1
fuck y all if you doubt me i m a piece of white trash i say it proudly,1
lakers really trash,2
that bad bitches get left because of wack pussy kinda overrated cause the sex can get better if everything about her is cool,1
anybody want to take me to pollo,2
yea mike had a bitch ass referee in tokyo,1
not scared to pepper spray a bitch hand gently resting on fanny pack,1
i ll call u bitch for short,1
bitch,1
that nigger music,0
if i ve offended you i m very sorry that you re a lil bitch with no sense of humor,1
a nice round up of voices in china africa relations china africa trade the oriental allure,2
hell no where is the pussy print page,1
just because some moist bint lobbed a sword at you you think you re some la de da king,2
my clothes are always retro sexual like im hetro and i play a bitch like nintendo takee her for a ride in my benzo,1
i didn t say anything tho kiss me then faggot,1
don t bring dat police ass nicca round me,1
with my bestf shyanna pen and ma main niggah ronnie a jackson iii movie bound after we pick up the homies,1
i ain t got time for a hoe tell her hop in the whip shut the cadillac doe,1
lemmie eat a oreo do these dishes one oreo lol,2
aint shit pretty but my bitch and my mama anyone can get the drama,1
glad about your uncle another stupid faggot off the world hopefully you next,0
if her bio says only god can judge me she s a hoe,1
naah da twitter bird,2
you can t owe me shit i don t trust niccas,1
nicca said imma slap ya daddy out den put em n da yo he still that nigga when he aint s,1
bitch im smd hoe,1
some bitches be forgetting,1
be out here fighting bitches like its legal,1
niggas be on pussy shit,1
baseball isn t the same without the yankees in the playoffs basketball isn t the same without the lakers in em,2
and you look like hmmm a nigger,1
be right when u wanna fuck a bad hoe too or a hoe u didnt really wanna fuck,1
is there a vending machine around this bitch im starvin,1
illegal alien is not a race it s a crime wetbacks,0
boy u look like big bird off of sesame street,2
i just be chillin tho i don t fuck w hoes or hoe niggas so i don t know about how they operate maybe i m wrong,1
superman your ho eyyyy,1
i don t want me no good girl i fell inlove with these freak hoes,1
i will neva sleep on a pussy,1
beanies cumming real soon,2
bitch i will kill yo vibe,1
no wealth doesn t insulate from being called nigger but still does improve empirical quality of life outcomes phenomenally,1
can t mean something to someone when they hittin up otha bitches,1
dj khaled is retarded,1
pussy,1
you tryna say i m a pussy of course i m tryna slam i ain t no pussy duuuuuuu,1
if u a bad bitch enjoyyaday,1
boosie ran this hoe,1
if u can steal her she s a hoe,1
these niggas ain t shit but hoes with tricks,1
i wanna go to a trash talk concert,2
you don t get bitches take care the mos overrated album that has been released in the last years,1
dead af stupid bitches still talking shit,1
in the yellow is rock hard,1
thump you right in the throat bitch,1
i got a sister she told me stop calling women bitches,1
lol if you hate me i really dont give a shit because i ve either done nothing to you bc you re just a bitch,1
niggas dat don t get no pussy are usually the ones thirstin these big or ugly bitches givin them more confidence then the,1
rip plate brownies large tea fries beans potato salad poboy,2
broke bitches be like oh he got monn neyyy,1
not as sick as you muzzie trash,1
i hear the same thing day in and day out its for the birds,2
you might not but the reaction was the same everyone said that brand was trash yet all his sh,1
i think the clips and thunder would ve gave the heat a good as well the east is just trash,2
ight bitch ima see u,1
perfect stock photography for an article about not letting a leprechaun looking handyman get into your liquor cabinet,2
all my gold is white not yellow,2
lmaooo hoes so childish,1
grow up bitch,1
one loyal girlfriend is worth more than one hundred hoes,1
fuck her right in the pussy,1
what made this niggah say that out his mouth,1
all relationships come w hatin ass hoes drama jealousy arguments all that only real couples laugh at the shit,1
takin it straight to dirt why finger the pussy when i know i can put my dick in it,1
happy th birthday to my main hoe and partner in crime bountyhunters lyfe,1
we might have more can t really be sure but some weird little bird said that might be a possibility stay tuned maybe,2
i go on drudge report every day now hoping to see a story about your tranny army,2
best asian massage on the park slope top rated spa,2
call me old fashioned but i m sewn together with magic and birds,2
big bird holds press conf claims he does not care for the letter f,2
if you aint bout that murder game pussy nigga shut up,1
last time xfactor auditions came to dublin i auditioned and and a man in a blue monkey s,2
so many pretty bitches coming to my birthday dinner,1
hoes like when you honest they say it s different,1
bitch get outta here dumb ass lmao,1
i become more of a bitch day by day,1
nigga stfu u not funny we all laughing at yo retarded ass just stfu,1
you fck like a hoe so no thank you ima be classy when i do it bitch i m dead,1
some call it trickn i call it hangn out ima handle my business n knock dat pussy out,1
she come to visit and the pussy too good she gotta move to the city within months after yall first fuck or it ain t gon work,1
uh oh control yo bitch if you don t want her in no shit it s that simple,1
messi refused to be subbed off are you kidding me so they took off neymar you little hobbit diva bitch,1
yall see chojis kid big ass black bitch,1
you were supposed to hang w me this week nigger,1
bitch fight me so i can make you shut up am going to back my shit up,1
cay said well bitch i thot you was on house arrest so you ain t walking no where omg i hate her,1
oh well he s a fag anyways,0
you out yo mind rose colder than kim way more down to earth kanye bitch give him more problems than wiz s does,1
can t stand a bitch that always feels the need to be doing somethin sit your ass at home and be bored you ain t gotta be a hoe all the time,1
fuk dat bitch lol voice,1
you sure do have a pretty face for a cripple,2
that is great dumb crybaby pussy,1
no ion gotta do a bitch ass thang if you dont like wtf im saying unfollow me,1
soft niggas usually send the hate threw the bitches,1
it s a girl out there who let russ pay her for her pussy and never has to see him again meanwhile i read this nigga tweet,1
fuck mlk why does lexii keep favoriting my coon tweets mlk didnt die for this,0
your retarded,0
i always text my besties like bitch call me i got the scoop,1
he is a redneck fuck this turd cutter is the lyinest of liars and his district is made up of yhe same,1
carrot cake is trash too sweet,2
i will fight a bitch for austin that s my gringo right there ain t no one messing with my white chocolate drop,1
yooo i was thinking bout that the other day lol you only really speaking of one person my niggah,1
i was in a kik group once but we called it a party line and old charlie the barber was always hogging the calls,2
your bitch playing games i may be the joystick,1
already scratched off mines paying for pussy still on my bucket list,1
of course not that means it s fajita time if i m flat ironing oh bitch we ain t never leaving,1
this is exactly why i don t tell this bitch shit,1
eww i hate how bitches dress sometimes,1
getting ready for the annual heart and sole luncheon cle with,2
here yall hoes go dicc ridin shit,1
snap chat names please only bitch you can snapchatt is me,1
espn has jason whitlock on pti ass kissing for mister charlie to justify the bullshit the eagles did to d jackson,1
yes bitch you still in love in rich she lying,1
not even sweating these hoes,1
you can call me a bitch ok but a the thief get out of here smdh,1
curly girls is where its at and you bitches need to get with it,1
ok hoe,1
woah the depth of this ollusion is unreal ollusions,2
need to get the sheriff rick in here to show these pussy ass police officers who is boss,1
he ate my pussy i could,1
she spelled faggots with an e you re so cool lol,0
jordan wearing bitches need to grow tf up,1
negative slopes aka a chart of my grades in math,2
republicans want to yank food stamps from the hungry may prg p,2
o m g you like stop controllin me i m like bitch fuck you thought she like niggah fuck you mean,1
so tired of yall hoes giving a shout out to yall moma talking bout she ain t raise no hoe,1
yea it s very true bitch,1
you did you crushed his i got me an exotic bitch dreams,1
winn dixie is for real niggaz publix is for pussies,1
just more teabagger babel these are the same fucks that masturbated to they just hate it when gays r successful,1
don t trust hoes they ain t loyal,1
derrick said if i cover my face and leave just my eyes visible i ll have tons of bitches,1
this bitch think she cool with her jordan rings get the fuck on,1
if you ve ever been to drunk to fish you might be a redneck,2
oomf pregnant from dat dog in the hood dat chase erbody real funny bitch,1
when a bitch i don t like laugh at my joke,1
boosie said he got a bitch from the sip thots are gonna have boosie s bitch in da sip in their bio now bethiphopawards,1
lmaoo that bitch called on thor for some strength wait,1
answer you phone hoe i heard boutcha,1
ghetto sour cream,2
it ain t nunn to cut that bitch off,1
omg fat bitch what s her,0
this nigger tattoo show is horrible,0
beat ya bitch pussy up every time i see her like a bully then send her outta town wit cookies,1
fuck that bitch,1
this bitch says she s got in school what the fuck is that bullshit,1
i m up hoe,1
trust me just set the alpha to it s just as good maybe better than setting the visibility to false now fly on silver bird,2
tigers are fuckin garbage jesus christ suck a dick ausmus you re just as trash as that sorry ass bullpen,1
the bird is the word esurancesave,2
touch my throbbing pussy,1
fuck staten island place is for pussies,1
sellin my soul for material wishes fast cars bitches,1
if her pussy got over body counts it s dead pussies only have lives,1
fucking stupid crackers,1
ion sneak diss on broke bitches,1
i ve had the greatest job in the world i got a chance to be the shortstop of the new york yankees derek jeter,2
parsons trash,2
it wus yo fat ass that filled out the application to work there not me bitch,1
hell idk who did but that pussy better be golden,1
sleep over with guys doesn t mean we gonna fuck trust me you re a bitch for denying them pussy,1
hahah that niggah got hella checked do your thang uce powercouple,1
salute a bad bitch,1
then again bitches are expensive and i m on a budget boo i can t afford all that shit you bitches be wanting,1
why everybody sayin i don t listen u don t bitch u gone learn one day,1
i m a little teapot short and irish artist of the year amas emabiggestfans d,2
yes hoe you always had the camera,1
guy tweets i wanna eat some pussy follower replies facts girl tweets i wanna suck some dick follower replies hoe not fair,1
if you love somebody you can t cheat have hoes do certain shit cause them limits type shit,1
how do i tell this cashier that i m tryna fuck her right in the pussy,1
mygirlfriendnotallowedto have milkshakes let that hoe bring one boy to the yard and watch what,1
some cunt go get me amber leaf and papers cani be arsed walking to nisa lazy,1
you know bitches be mad when they be like i m my own wcw,1
charlie sheen gets point for this,2
caleb needs to stop being a little bitch,1
my baby mama trippen and that bitch can shoot,1
whooooo chelsey fuck her lol she juss a bitch,0
they recruited buku fags in here a warehouse is no place for them,0
it pissrs me tf off when i call you back a half a second later nd you dont answer you a bitch ass nigga for that,1
call of duty out this bitch,1
this bitch is awesome this,1
ghetto ass bitches came in my job talm bout sum o yes u daddy down,1
bitch i called yu back the lies,1
i wonder if i have my very own nsa spook following me by now,2
wilde nog even checken op twitter hoe het ging maar had zo n heftige wond niet verwacht heftig sterkte beterschap hoor,1
i hate seeing people with money spend it on stupid shit you don t need tvs a shark tank you twat,1
would be funnier if america and not pussy canada,1
inspiring a huge crowd of tourists to sit and watch the wild meadow rats over here by the trash cans cameras are out there is gasping,2
bitch fck all lay wat you wanna do,1
elizbian is bitch and likes women,1
keep those away frm charlie day just once in my life i d like for someone s favorite part of my body to be my disgusting knees,2
that damn coach ain t never called back bitch ass,1
she was a bitch anyway,1
every bitch n my passenger seat i dun fucked at least one time,1
lames crying over hoes thats tears of a clown,1
never take a bitch where you stay never keep work where you lay,1
what the fuck kind of redneck commercial was that indycar,1
me complains about suburban white girls suburban white girl you re a bitch me ok u literally just proved my point,1
lifelong yankee fan puts aside rooting interest and returns lost red sox world series ring to rightful owner,2
i m rich bitch,1
maybe baylee ann tater pud nurse fester charlie chainsaws mama rot should be their own team next time in punishermax d,2
you all are retarded if you really kendrick was trying to diss all those rappers don t think just cuz names were said he was coming at them,2
turnt up with yo bitch in a house party,1
good thing about you hoes u aint hoes forever ur expiration date will come to,1
you girls be talking about i hate sleeping alone well bitch you better buy a damn teddy bear,1
dats y i don t argue wit dese bitches lol keep it brief trappa lls,1
ready to bounce out dis bitch,1
holy fuck white bitch with baby daddy straight goes who uses condoms anyways bitch maybe you should so you d stay outta the clinic,1
bitches lover the word quality because they quality bitches,1
ya bitch aint bad nigga you aint got no taste,1
gucci mane locked up rn and u want to talk about our relationship status rn bitch shut up we gotta free this nigga first,1
i aint mad at you thats what hoes do,1
top knotch hoes get the most not the lesser,1
the same bitches that failed geometry know exactly what angle to use to take that perfect selfie,1
ain t shit pretty but my bitch and my momma anyone can get the drama,1
smoke good weed with a bad bitch,1
i agree my fellow cracker,0
idk why i love skinny girls they got good pussy,1
i probably wouldn t mind school as much if we didn t have to deal with bitch ass teachers retweet,1
hoes,1
read the constitution you love all spending starts in the house love uninformed teabaggers morningjoe,1
big sean is and pounds yet he calls everyone lil bitch you the lil bitch sean you the lil bitch,1
making weed brownies tonight goin slide me a batch relo,2
tlc s chilli and her bullied son have the same moustache and seem to share clothes yer in the public eye stop crying ya flaky bitch,1
i love how twat is gender neutral,1
lol i told my brother imma good christin girl he said nah u a wholesome hoe lmaoo so bogus who says shit like dat he mean af,1
tell them skinny hoes bounce bring them thick bitches back,1
under in miami is a keeper not hard to find them hoes just like to brain wrestle,1
rubs hands like bird man,2
hey it works most people hate me for it but as long as i m still happy they can bitch all they want,1
